Phone Number,Call Time,Call Type,Call Status,Call Duration (minutes)
(577)456-5190,2024-12-26 05:02:00,Inbound,Answered,9.866666666666667
+1-541-528-2178x622,2024-12-26 14:35:00,Inbound,Answered,2.816666666666667
2464521420,2024-12-26 12:37:00,Inbound,Answered,3.533333333333333
612-711-0835x4816,2024-12-26 13:10:00,Inbound,Answered,1.25
+1-826-339-6409x632,2024-12-26 12:43:00,Inbound,Missed,7.783333333333333
(243)357-5801,2024-12-26 00:24:00,Inbound,Answered,8.866666666666667
3078245423,2024-12-26 09:42:00,Inbound,Missed,4.0
5627709433,2024-12-26 11:46:00,Inbound,Answered,2.8833333333333333
944-958-1478,2024-12-26 11:59:00,Inbound,Answered,4.25
398-924-6079,2024-12-26 10:30:00,Inbound,Missed,2.0166666666666666
859.240.0894,2024-12-26 15:12:00,Inbound,Answered,9.333333333333334
575-378-4295,2024-12-26 19:08:00,Inbound,Answered,3.0166666666666666
(883)780-1151,2024-12-26 02:59:00,Inbound,Answered,8.033333333333333
2328511376,2024-12-26 07:21:00,Inbound,Answered,1.7166666666666666
816.483.0895,2024-12-26 15:09:00,Inbound,Answered,7.7
+1-886-957-0316x629,2024-12-26 14:11:00,Inbound,Answered,9.816666666666666
757.241.6814x8770,2024-12-26 15:06:00,Inbound,Answered,1.8666666666666667
377.439.4678x22854,2024-12-26 09:51:00,Inbound,Answered,5.983333333333333
(349)577-0313x20728,2024-12-26 05:35:00,Inbound,Answered,8.35
(509)795-8656x491,2024-12-26 14:28:00,Inbound,Answered,3.3
371-261-6477x6496,2024-12-26 14:08:00,Inbound,Missed,5.2
9792245900,2024-12-26 04:45:00,Inbound,Answered,6.25
001-200-830-2486x165,2024-12-26 20:02:00,Inbound,Answered,1.0
001-571-712-3337x006,2024-12-26 20:24:00,Inbound,Answered,1.05
001-492-436-9701,2024-12-26 02:56:00,Inbound,Answered,0.6833333333333333
+1-555-783-4257x3528,2024-12-26 04:54:00,Inbound,Answered,0.95
(515)825-8846x80610,2024-12-26 07:05:00,Inbound,Missed,0.9
923-930-3097x38361,2024-12-26 10:21:00,Inbound,Answered,1.0166666666666666
8882979646,2024-12-26 16:12:00,Inbound,Answered,1.9166666666666667
615-609-3043x9489,2024-12-26 17:55:00,Inbound,Answered,6.0
757-513-4477,2024-12-26 11:26:00,Inbound,Answered,3.3
964.538.0779,2024-12-26 02:15:00,Inbound,Missed,1.8833333333333333
680-704-7888x146,2024-12-26 20:09:00,Inbound,Answered,1.9
+1-846-927-5397x26418,2024-12-26 12:49:00,Inbound,Answered,3.7333333333333334
001-268-628-1643x780,2024-12-26 03:01:00,Inbound,Answered,8.7
759.418.5909x33307,2024-12-26 00:13:00,Inbound,Answered,2.1666666666666665
001-409-281-4053,2024-12-26 13:58:00,Inbound,Answered,7.983333333333333
202.669.0888,2024-12-26 21:48:00,Inbound,Answered,9.683333333333334
001-686-379-6817x78853,2024-12-26 09:19:00,Inbound,Answered,6.833333333333333
259.927.4416x842,2024-12-26 14:08:00,Inbound,Missed,1.4666666666666666
287.714.0903x183,2024-12-26 05:58:00,Inbound,Answered,0.9333333333333333
(590)380-9898x65282,2024-12-26 18:58:00,Inbound,Answered,3.05
+1-650-392-8477x52192,2024-12-26 15:46:00,Inbound,Answered,6.516666666666667
+1-363-366-4189x43979,2024-12-26 19:23:00,Inbound,Answered,5.833333333333333
338.822.8144x9526,2024-12-26 04:40:00,Inbound,Answered,6.966666666666667
968.539.7287x263,2024-12-26 06:48:00,Inbound,Answered,2.45
(482)367-8678x919,2024-12-26 06:20:00,Inbound,Missed,9.1
(931)792-2036,2024-12-26 13:01:00,Inbound,Answered,5.433333333333334
+1-871-745-5537x2599,2024-12-26 09:52:00,Inbound,Answered,5.483333333333333
935.808.4903x661,2024-12-26 18:54:00,Inbound,Answered,4.95
576-713-4993,2024-12-26 16:44:00,Inbound,Answered,3.216666666666667
775-280-0344x3590,2024-12-26 01:26:00,Inbound,Missed,1.95
290-939-7585,2024-12-26 10:18:00,Inbound,Missed,9.8
8173151046,2024-12-26 19:58:00,Inbound,Missed,3.0166666666666666
001-261-483-5436x271,2024-12-26 10:22:00,Inbound,Answered,9.7
001-498-990-3728x1708,2024-12-26 16:51:00,Inbound,Answered,8.633333333333333
(297)354-8480x93213,2024-12-26 19:05:00,Inbound,Missed,5.4
+1-619-991-8779,2024-12-26 15:49:00,Inbound,Answered,8.866666666666667
+1-991-926-4755x19449,2024-12-26 07:39:00,Inbound,Answered,9.4
001-640-525-6184,2024-12-26 00:54:00,Inbound,Missed,1.8
9302390945,2024-12-26 00:05:00,Inbound,Missed,3.066666666666667
(976)206-5177,2024-12-26 05:15:00,Inbound,Answered,3.4833333333333334
001-343-731-0388,2024-12-26 08:57:00,Inbound,Answered,5.416666666666667
+1-656-410-2201x8893,2024-12-26 10:14:00,Inbound,Answered,9.05
+1-372-654-1703,2024-12-26 21:51:00,Inbound,Answered,1.2166666666666666
255.349.8905x2223,2024-12-26 21:43:00,Inbound,Answered,5.85
(695)675-6705,2024-12-26 16:07:00,Inbound,Missed,6.966666666666667
(338)737-3202,2024-12-26 04:14:00,Inbound,Missed,8.5
(777)611-2344,2024-12-26 22:19:00,Inbound,Answered,1.1833333333333333
821-782-4507x012,2024-12-26 22:43:00,Inbound,Answered,9.15
912-962-2099x2145,2024-12-26 09:49:00,Inbound,Answered,7.916666666666667
+1-675-425-0108x8666,2024-12-26 14:14:00,Inbound,Answered,8.466666666666667
238-926-8954,2024-12-26 06:07:00,Inbound,Answered,0.9333333333333333
204-735-4491x3072,2024-12-26 16:47:00,Inbound,Answered,1.25
533-986-8407,2024-12-26 23:28:00,Inbound,Answered,1.3333333333333333
001-202-804-5178x80099,2024-12-26 22:00:00,Inbound,Answered,0.5333333333333333
391.532.7449,2024-12-26 08:21:00,Inbound,Answered,4.95
809.639.8496x81681,2024-12-26 00:58:00,Inbound,Answered,4.683333333333334
001-558-242-5518x0750,2024-12-26 04:04:00,Inbound,Answered,6.933333333333334
(831)276-1195,2024-12-26 09:27:00,Inbound,Answered,6.383333333333334
(633)573-0613x285,2024-12-26 16:49:00,Inbound,Answered,6.316666666666666
8266260913,2024-12-26 02:16:00,Inbound,Answered,2.0
(389)303-9524x8091,2024-12-26 20:26:00,Inbound,Answered,6.666666666666667
530-705-8003x1206,2024-12-26 12:20:00,Inbound,Answered,9.3
921.778.3165x37774,2024-12-26 19:50:00,Inbound,Answered,5.183333333333334
+1-891-659-4175x056,2024-12-26 16:24:00,Inbound,Missed,9.533333333333333
6632096294,2024-12-26 19:18:00,Inbound,Answered,3.05
367.785.5718x0342,2024-12-26 14:53:00,Inbound,Missed,7.4
(567)545-7666,2024-12-26 08:48:00,Inbound,Missed,6.933333333333334
541-701-3151,2024-12-26 21:26:00,Inbound,Answered,2.5833333333333335
001-685-687-0432x99866,2024-12-26 23:24:00,Inbound,Answered,4.516666666666667
+1-338-805-9083x29777,2024-12-26 16:14:00,Inbound,Answered,7.533333333333333
323-852-2577x747,2024-12-26 23:41:00,Inbound,Answered,3.033333333333333
+1-227-370-1760x85612,2024-12-26 04:04:00,Inbound,Answered,5.083333333333333
001-521-272-9162x65203,2024-12-26 12:44:00,Inbound,Answered,9.216666666666667
(887)222-6573x3084,2024-12-26 17:29:00,Inbound,Answered,4.383333333333334
560-270-2056x358,2024-12-26 19:38:00,Inbound,Answered,5.983333333333333
884.545.4938x791,2024-12-26 00:35:00,Inbound,Missed,6.8
(523)933-3049x5294,2024-12-26 08:51:00,Inbound,Answered,1.3333333333333333
508-557-8930x309,2024-12-26 05:33:00,Inbound,Missed,6.733333333333333
649-645-4825x9566,2024-12-26 19:51:00,Inbound,Missed,5.783333333333333
001-570-907-4438x96717,2024-12-26 01:59:00,Inbound,Answered,3.4
001-911-212-2838x219,2024-12-26 04:59:00,Inbound,Answered,6.9
9284941956,2024-12-26 10:54:00,Inbound,Answered,1.2
001-460-418-5068x88905,2024-12-26 15:44:00,Inbound,Missed,9.916666666666666
527.616.6725,2024-12-26 23:39:00,Inbound,Answered,1.1666666666666667
(235)990-4407x9156,2024-12-26 04:37:00,Inbound,Answered,8.516666666666667
456.855.0916,2024-12-26 12:11:00,Inbound,Missed,1.4
(201)834-5220x27711,2024-12-26 05:34:00,Inbound,Answered,7.433333333333334
(899)306-6812,2024-12-26 01:48:00,Inbound,Missed,4.033333333333333
001-409-818-5834x82070,2024-12-26 09:18:00,Inbound,Missed,4.6
001-928-929-3099x071,2024-12-26 12:19:00,Inbound,Missed,7.5
+1-827-987-0140x55644,2024-12-26 14:19:00,Inbound,Answered,8.35
(923)831-6242,2024-12-26 21:43:00,Inbound,Answered,6.55
001-911-240-3376x4114,2024-12-26 12:09:00,Inbound,Answered,0.7833333333333333
(354)503-4547x793,2024-12-26 01:39:00,Inbound,Answered,9.466666666666667
(994)813-2246x312,2024-12-26 09:53:00,Inbound,Answered,3.65
+1-624-906-4584x08178,2024-12-26 09:57:00,Inbound,Answered,2.6333333333333333
+1-390-849-3876x727,2024-12-26 18:04:00,Inbound,Answered,1.6
323.999.3631x12640,2024-12-26 21:48:00,Inbound,Answered,1.5333333333333334
(392)562-8449x8915,2024-12-26 02:37:00,Inbound,Answered,5.066666666666666
5246545341,2024-12-26 17:32:00,Inbound,Answered,1.3
483.206.8779x88024,2024-12-26 06:36:00,Inbound,Answered,2.5833333333333335
+1-211-235-5789x34227,2024-12-26 21:26:00,Inbound,Answered,7.183333333333334
+1-254-467-8633x2049,2024-12-26 06:15:00,Inbound,Missed,4.8
941.841.4748,2024-12-26 03:13:00,Inbound,Answered,9.516666666666667
+1-967-960-6454,2024-12-26 20:26:00,Inbound,Answered,2.6166666666666667
300-581-4139x03657,2024-12-26 05:42:00,Inbound,Answered,9.983333333333333
001-803-777-7164x289,2024-12-26 18:33:00,Inbound,Missed,9.516666666666667
+1-889-727-8063x7339,2024-12-26 11:00:00,Inbound,Answered,0.5833333333333334
+1-931-441-2176x168,2024-12-26 10:47:00,Inbound,Answered,4.95
(680)845-2752x679,2024-12-26 23:22:00,Inbound,Answered,4.9
256-670-0590x096,2024-12-26 10:16:00,Inbound,Answered,3.5166666666666666
001-482-541-3648x51358,2024-12-26 09:15:00,Inbound,Missed,9.833333333333334
(983)511-3679,2024-12-26 23:23:00,Inbound,Missed,8.583333333333334
+1-425-253-1986x308,2024-12-26 23:49:00,Inbound,Answered,9.0
(337)840-6875,2024-12-26 23:29:00,Inbound,Missed,4.733333333333333
(238)715-3200x15793,2024-12-26 12:22:00,Inbound,Answered,9.3
001-652-738-4585x0124,2024-12-26 03:16:00,Inbound,Answered,3.8
318-445-8096,2024-12-26 18:14:00,Inbound,Answered,6.95
001-433-968-2827x9455,2024-12-26 19:47:00,Inbound,Answered,3.7
255.537.9830x65248,2024-12-26 12:00:00,Inbound,Answered,9.516666666666667
664.259.3142,2024-12-26 04:54:00,Inbound,Missed,1.5833333333333333
679.454.2538x91018,2024-12-26 00:26:00,Inbound,Answered,7.316666666666666
+1-571-600-6602x1623,2024-12-26 04:40:00,Inbound,Answered,5.066666666666666
(917)694-1011,2024-12-26 17:41:00,Inbound,Answered,4.633333333333334
+1-895-436-8512x39648,2024-12-26 09:36:00,Inbound,Answered,3.1333333333333333
7394304770,2024-12-26 12:43:00,Inbound,Answered,1.6166666666666667
001-203-800-6524,2024-12-26 16:33:00,Inbound,Answered,2.9
875-268-2302x749,2024-12-26 14:03:00,Inbound,Answered,7.316666666666666
001-642-855-3220x64900,2024-12-26 11:36:00,Inbound,Answered,5.533333333333333
+1-656-666-5562x13122,2024-12-26 05:33:00,Inbound,Answered,3.4
(223)226-6778x6859,2024-12-26 03:29:00,Inbound,Answered,9.4
001-422-913-6034x23999,2024-12-26 07:26:00,Inbound,Answered,5.733333333333333
001-205-322-6140,2024-12-26 05:16:00,Inbound,Answered,7.45
001-651-958-4938x31852,2024-12-26 17:10:00,Inbound,Missed,5.566666666666666
(761)770-4140,2024-12-26 07:32:00,Inbound,Answered,3.2
4176856595,2024-12-26 06:25:00,Inbound,Answered,0.85
(209)206-2956x611,2024-12-26 19:04:00,Inbound,Answered,4.633333333333334
303.963.8376x727,2024-12-26 20:56:00,Inbound,Answered,7.65
6432771937,2024-12-26 23:32:00,Inbound,Missed,2.716666666666667
001-624-479-8261,2024-12-26 17:56:00,Inbound,Answered,6.783333333333333
(464)282-2089,2024-12-26 18:09:00,Inbound,Answered,9.516666666666667
001-655-807-1337x22211,2024-12-26 18:48:00,Inbound,Answered,7.85
779.907.2875x7477,2024-12-26 23:58:00,Inbound,Answered,4.15
001-335-437-7869,2024-12-26 03:53:00,Inbound,Missed,2.2666666666666666
+1-470-963-8302x40555,2024-12-26 14:14:00,Inbound,Missed,5.783333333333333
(697)872-7442x24644,2024-12-26 15:43:00,Inbound,Missed,4.783333333333333
665.243.2457x34100,2024-12-26 02:36:00,Inbound,Answered,1.9
611-243-6378x07616,2024-12-26 03:58:00,Inbound,Answered,8.383333333333333
444-931-5677x15606,2024-12-26 04:28:00,Inbound,Answered,1.1833333333333333
+1-344-880-6305x5301,2024-12-26 00:35:00,Inbound,Missed,7.15
464-497-1010,2024-12-26 16:22:00,Inbound,Answered,5.466666666666667
4672931109,2024-12-26 11:53:00,Inbound,Answered,7.15
(584)399-7198x3872,2024-12-26 10:38:00,Inbound,Answered,3.1666666666666665
709-698-4620x856,2024-12-26 23:35:00,Inbound,Answered,6.55
(354)737-8604,2024-12-26 12:22:00,Inbound,Missed,6.866666666666666
468-296-6868x24864,2024-12-26 04:44:00,Inbound,Answered,5.45
+1-832-585-0320,2024-12-26 15:05:00,Inbound,Missed,1.2166666666666666
8456012001,2024-12-26 20:23:00,Inbound,Answered,3.683333333333333
974-349-7274x778,2024-12-26 17:51:00,Inbound,Answered,7.366666666666666
371-742-9975,2024-12-26 11:40:00,Inbound,Answered,4.4
(557)720-0538,2024-12-26 05:52:00,Inbound,Answered,6.783333333333333
001-545-702-4268x71841,2024-12-26 10:23:00,Inbound,Answered,6.3
001-517-423-8583,2024-12-26 00:58:00,Inbound,Answered,9.766666666666667
575-809-2233x873,2024-12-26 04:02:00,Inbound,Answered,3.683333333333333
(600)647-7661x100,2024-12-26 07:35:00,Inbound,Missed,5.5
852-648-6522x03910,2024-12-26 04:23:00,Inbound,Answered,3.7666666666666666
280.267.1559x581,2024-12-26 23:41:00,Inbound,Missed,0.8833333333333333
001-518-783-1553x7886,2024-12-26 04:51:00,Inbound,Missed,1.9333333333333333
+1-803-421-8327x3787,2024-12-26 23:29:00,Inbound,Missed,8.516666666666667
694-872-7321,2024-12-26 07:44:00,Inbound,Answered,6.933333333333334
(231)641-3830,2024-12-26 10:29:00,Inbound,Answered,5.75
918.665.1586x450,2024-12-26 04:16:00,Inbound,Answered,7.516666666666667
541.328.1892x4580,2024-12-26 07:09:00,Inbound,Answered,5.266666666666667
001-970-623-1633x1482,2024-12-26 04:26:00,Inbound,Answered,5.45
001-662-738-6074x4946,2024-12-26 02:40:00,Inbound,Answered,9.25
212-828-2940x46547,2024-12-26 14:30:00,Inbound,Answered,9.55
265-242-5147x3194,2024-12-26 23:34:00,Inbound,Answered,9.116666666666667
+1-226-571-5380x48215,2024-12-26 03:48:00,Inbound,Answered,0.8833333333333333
+1-569-502-3579x597,2024-12-26 02:39:00,Inbound,Answered,4.35
398.512.5806,2024-12-26 00:38:00,Inbound,Missed,2.35
218.734.9020x669,2024-12-26 16:31:00,Inbound,Answered,6.783333333333333
6632877012,2024-12-26 14:43:00,Inbound,Answered,4.616666666666666
(820)353-7860x6201,2024-12-26 01:27:00,Inbound,Answered,9.983333333333333
(402)757-3262x9463,2024-12-26 06:42:00,Inbound,Missed,9.033333333333333
+1-357-464-7680x611,2024-12-26 03:40:00,Inbound,Answered,9.35
(205)906-4148x844,2024-12-26 01:07:00,Inbound,Answered,3.533333333333333
663.468.2441x7070,2024-12-26 22:31:00,Inbound,Answered,5.2
297-298-9047x57517,2024-12-26 17:31:00,Inbound,Answered,6.15
+1-811-821-9112x798,2024-12-26 20:14:00,Inbound,Answered,2.783333333333333
(395)819-3557x772,2024-12-26 02:01:00,Inbound,Answered,8.433333333333334
582.799.1911,2024-12-26 16:00:00,Inbound,Answered,1.55
863-300-8582x9985,2024-12-26 04:03:00,Inbound,Answered,6.3
(877)395-3605,2024-12-26 08:38:00,Inbound,Answered,1.1333333333333333
+1-785-270-6187x5841,2024-12-26 01:28:00,Inbound,Answered,5.433333333333334
001-996-352-9905x7566,2024-12-26 02:15:00,Inbound,Answered,1.4666666666666666
740-603-0786x99154,2024-12-26 10:17:00,Inbound,Missed,5.466666666666667
(646)522-3954,2024-12-26 22:47:00,Inbound,Answered,4.566666666666666
2326616100,2024-12-26 00:21:00,Inbound,Answered,3.9833333333333334
560.338.0302x1302,2024-12-26 03:17:00,Inbound,Answered,4.183333333333334
+1-757-585-1263,2024-12-26 04:13:00,Inbound,Missed,4.05
(827)637-3480x60882,2024-12-26 20:32:00,Inbound,Answered,6.55
+1-868-703-1873x62020,2024-12-26 07:00:00,Inbound,Answered,3.8
+1-853-832-6300x377,2024-12-26 20:03:00,Inbound,Answered,9.466666666666667
+1-803-802-7460x91531,2024-12-26 06:49:00,Inbound,Answered,4.883333333333334
288-905-8691,2024-12-26 06:18:00,Inbound,Answered,5.866666666666666
(649)790-2441x082,2024-12-26 22:53:00,Inbound,Answered,2.5833333333333335
396.608.0497,2024-12-26 11:59:00,Inbound,Answered,7.233333333333333
(557)207-8030,2024-12-26 00:59:00,Inbound,Answered,4.283333333333333
(810)707-6587,2024-12-26 03:05:00,Inbound,Answered,2.9
(363)310-8672,2024-12-26 04:58:00,Inbound,Answered,2.2333333333333334
209.584.2845,2024-12-26 09:28:00,Inbound,Answered,2.033333333333333
204.853.4203x1203,2024-12-26 19:47:00,Inbound,Missed,2.1
001-817-943-5509x83690,2024-12-26 11:52:00,Inbound,Answered,8.25
001-472-972-1071x79802,2024-12-26 12:01:00,Inbound,Answered,9.466666666666667
535.471.7383x23275,2024-12-26 05:28:00,Inbound,Answered,8.45
(201)430-4733,2024-12-26 17:05:00,Inbound,Answered,2.6
001-378-853-8515x136,2024-12-26 20:55:00,Inbound,Answered,9.783333333333333
634-700-1044x6996,2024-12-26 08:15:00,Inbound,Answered,1.3166666666666667
(848)476-2791,2024-12-26 17:14:00,Inbound,Missed,3.8833333333333333
(496)218-7505x1978,2024-12-26 19:27:00,Inbound,Answered,4.6
601-226-6886x2605,2024-12-26 02:19:00,Inbound,Answered,2.05
615-881-2950,2024-12-26 03:22:00,Inbound,Missed,3.8666666666666667
(523)360-2060,2024-12-26 19:44:00,Inbound,Answered,8.9
554.455.7951x208,2024-12-26 00:28:00,Inbound,Answered,4.183333333333334
682-456-0028x714,2024-12-26 18:03:00,Inbound,Answered,2.783333333333333
9963407308,2024-12-26 07:24:00,Inbound,Answered,7.4
640.894.5794,2024-12-26 06:32:00,Inbound,Answered,6.0
(489)261-4844x65836,2024-12-26 09:37:00,Inbound,Answered,4.35
001-782-388-5944x7008,2024-12-26 05:51:00,Inbound,Answered,1.1666666666666667
575-697-1940x24153,2024-12-26 18:20:00,Inbound,Missed,7.433333333333334
001-597-398-5910x53853,2024-12-26 00:08:00,Inbound,Answered,1.0833333333333333
+1-453-934-3908,2024-12-26 03:22:00,Inbound,Answered,1.8
673-322-5429,2024-12-26 07:18:00,Inbound,Answered,1.9166666666666667
(974)239-8880,2024-12-26 17:12:00,Inbound,Missed,9.116666666666667
+1-211-583-8712x007,2024-12-26 16:12:00,Inbound,Answered,8.966666666666667
519.509.9248x577,2024-12-26 12:30:00,Inbound,Answered,6.083333333333333
(634)986-2199x695,2024-12-26 23:49:00,Inbound,Missed,7.133333333333334
582-715-0923,2024-12-26 20:07:00,Inbound,Missed,2.1166666666666667
2262029774,2024-12-26 06:19:00,Inbound,Answered,8.366666666666667
775-556-9523x9538,2024-12-26 15:00:00,Inbound,Missed,9.033333333333333
(833)780-6619x74037,2024-12-26 22:59:00,Inbound,Answered,7.433333333333334
379-541-6314x716,2024-12-26 03:39:00,Inbound,Missed,9.916666666666666
(485)207-9009x7729,2024-12-26 06:10:00,Inbound,Answered,9.45
984.253.8688x033,2024-12-26 12:06:00,Inbound,Answered,0.6333333333333333
779-229-9573,2024-12-26 12:57:00,Inbound,Missed,0.6666666666666666
713.285.0720x5717,2024-12-26 14:28:00,Inbound,Answered,3.65
452.264.1160,2024-12-26 07:18:00,Inbound,Answered,4.05
(376)821-8372x63861,2024-12-26 17:33:00,Inbound,Answered,0.95
207-497-6513,2024-12-26 07:46:00,Inbound,Answered,1.0
656.518.0609x647,2024-12-26 13:54:00,Inbound,Answered,2.316666666666667
450-308-0333x2595,2024-12-26 03:51:00,Inbound,Answered,6.2
6836782019,2024-12-26 10:43:00,Inbound,Answered,7.566666666666666
+1-683-333-0894,2024-12-26 04:13:00,Inbound,Answered,2.4
616-505-7722,2024-12-26 15:54:00,Inbound,Answered,9.866666666666667
001-721-720-6577x121,2024-12-26 03:45:00,Inbound,Answered,2.6666666666666665
(518)415-1088,2024-12-26 17:44:00,Inbound,Answered,9.433333333333334
(455)510-1176x889,2024-12-26 04:38:00,Inbound,Answered,0.7166666666666667
689.753.5008x17412,2024-12-26 16:55:00,Inbound,Answered,4.666666666666667
+1-263-342-1412x919,2024-12-26 12:19:00,Inbound,Answered,6.933333333333334
(432)672-1975,2024-12-26 09:50:00,Inbound,Missed,6.183333333333334
8202972145,2024-12-26 19:01:00,Inbound,Answered,8.55
648-499-0948,2024-12-26 01:23:00,Inbound,Answered,8.983333333333333
001-954-779-5895x82729,2024-12-26 02:48:00,Inbound,Answered,5.0
(412)524-5396x83818,2024-12-26 11:11:00,Inbound,Missed,5.333333333333333
(548)769-4761x910,2024-12-26 16:51:00,Inbound,Answered,2.533333333333333
(355)554-3695,2024-12-26 03:56:00,Inbound,Missed,7.583333333333333
481-434-7857,2024-12-26 13:08:00,Inbound,Answered,0.55
+1-596-929-2009x378,2024-12-26 09:40:00,Inbound,Answered,4.133333333333334
+1-631-539-4003x255,2024-12-26 15:35:00,Inbound,Answered,7.183333333333334
001-844-900-9887x35179,2024-12-26 20:29:00,Inbound,Answered,6.766666666666667
+1-491-714-9223x483,2024-12-26 10:38:00,Inbound,Answered,6.4
346-560-7205x515,2024-12-26 23:27:00,Inbound,Answered,2.783333333333333
301.919.7828x03828,2024-12-26 15:09:00,Inbound,Answered,1.4833333333333334
8678490195,2024-12-26 07:42:00,Inbound,Missed,1.8
001-652-349-2747x6269,2024-12-26 18:54:00,Inbound,Missed,5.8
+1-904-470-1339x067,2024-12-26 13:54:00,Inbound,Answered,1.7
+1-759-739-4736x069,2024-12-26 09:55:00,Inbound,Answered,2.6
445-286-3968,2024-12-26 14:36:00,Inbound,Answered,9.466666666666667
598.460.2094x0599,2024-12-26 06:26:00,Inbound,Answered,5.383333333333334
588-342-2774x10083,2024-12-26 02:22:00,Inbound,Answered,2.35
+1-248-833-4662x107,2024-12-26 16:14:00,Inbound,Missed,9.7
860.661.8620x3025,2024-12-26 23:10:00,Inbound,Answered,5.483333333333333
001-600-229-3278x61277,2024-12-26 12:32:00,Inbound,Answered,4.35
872.270.1406,2024-12-26 06:07:00,Inbound,Answered,4.433333333333334
+1-671-957-3170,2024-12-26 00:26:00,Inbound,Answered,7.266666666666667
+1-559-440-3129,2024-12-26 23:00:00,Inbound,Missed,9.533333333333333
001-294-737-8819,2024-12-26 16:46:00,Inbound,Missed,8.633333333333333
652.503.6794x0544,2024-12-26 22:56:00,Inbound,Answered,6.35
+1-822-989-7845x721,2024-12-26 03:35:00,Inbound,Answered,0.95
372.827.2871x6926,2024-12-26 13:31:00,Inbound,Answered,2.8666666666666667
+1-588-375-3454x58522,2024-12-26 14:57:00,Inbound,Missed,7.45
(831)405-9323x6035,2024-12-26 17:50:00,Inbound,Answered,3.816666666666667
+1-570-856-9742x81715,2024-12-26 22:28:00,Inbound,Answered,3.4
(405)913-6083x3268,2024-12-26 23:05:00,Inbound,Answered,3.183333333333333
506.444.4334x90568,2024-12-26 02:54:00,Inbound,Missed,4.166666666666667
478-388-0264,2024-12-26 04:04:00,Inbound,Missed,9.116666666666667
909-284-1233x86369,2024-12-26 04:53:00,Inbound,Answered,3.0166666666666666
610-665-2525x8553,2024-12-26 13:28:00,Inbound,Answered,1.75
(326)821-0673x638,2024-12-26 13:40:00,Inbound,Answered,4.583333333333333
745.630.6384,2024-12-26 23:43:00,Inbound,Answered,8.2
(716)717-1887,2024-12-26 20:09:00,Inbound,Answered,5.183333333333334
731-850-8806,2024-12-26 03:28:00,Inbound,Answered,6.216666666666667
392.766.1828,2024-12-26 05:45:00,Inbound,Answered,6.25
562.878.2512,2024-12-26 02:12:00,Inbound,Answered,7.633333333333334
854.848.0316x7165,2024-12-26 12:24:00,Inbound,Answered,1.8
001-289-773-0882x9577,2024-12-26 06:47:00,Inbound,Answered,2.066666666666667
001-836-892-4885x485,2024-12-26 11:33:00,Inbound,Answered,4.85
(521)885-3146,2024-12-26 06:50:00,Inbound,Answered,1.1166666666666667
594.488.2915,2024-12-26 20:18:00,Inbound,Answered,5.516666666666667
778.253.2011x21027,2024-12-26 13:47:00,Inbound,Missed,2.716666666666667
361.648.8163x583,2024-12-26 04:11:00,Inbound,Answered,9.366666666666667
001-217-733-3177x37799,2024-12-26 07:56:00,Inbound,Answered,9.633333333333333
805-952-9232,2024-12-26 14:29:00,Inbound,Answered,7.45
001-221-250-4228x4166,2024-12-26 17:02:00,Inbound,Answered,1.2166666666666666
001-393-799-6575,2024-12-26 09:30:00,Inbound,Answered,6.75
686-210-0348,2024-12-26 19:51:00,Inbound,Answered,0.85
791.569.7653x0310,2024-12-26 20:15:00,Inbound,Answered,6.25
001-691-999-2175x3152,2024-12-26 09:19:00,Inbound,Answered,4.55
001-481-335-6155x405,2024-12-26 21:58:00,Inbound,Answered,8.9
799-582-3320,2024-12-26 13:39:00,Inbound,Answered,7.233333333333333
725-432-5068,2024-12-26 12:09:00,Inbound,Missed,7.8
507-576-5111,2024-12-26 16:14:00,Inbound,Answered,7.916666666666667
911.236.4080x88364,2024-12-26 22:45:00,Inbound,Answered,1.2833333333333334
393.377.4811,2024-12-26 20:35:00,Inbound,Answered,9.35
001-443-753-9911x76854,2024-12-26 13:48:00,Inbound,Answered,2.1333333333333333
663-227-7410x35884,2024-12-26 16:32:00,Inbound,Missed,2.4833333333333334
397-757-9524,2024-12-26 17:27:00,Inbound,Answered,2.683333333333333
001-987-528-7818x6292,2024-12-26 09:31:00,Inbound,Answered,7.766666666666667
+1-414-440-2726x5088,2024-12-26 05:01:00,Inbound,Answered,0.8
610.476.5762x69113,2024-12-26 15:31:00,Inbound,Answered,1.2166666666666666
+1-744-826-9654x61049,2024-12-26 03:41:00,Inbound,Answered,3.783333333333333
526.336.7495x06615,2024-12-26 04:10:00,Inbound,Missed,1.4333333333333333
841-760-5340x98804,2024-12-26 08:33:00,Inbound,Missed,9.366666666666667
+1-615-933-2726,2024-12-26 16:42:00,Inbound,Answered,3.966666666666667
552.268.2688x358,2024-12-26 16:58:00,Inbound,Answered,6.65
565-872-7982,2024-12-26 07:52:00,Inbound,Answered,7.15
504-864-0066,2024-12-26 21:26:00,Inbound,Answered,7.283333333333333
458.874.2088x606,2024-12-26 04:35:00,Inbound,Answered,2.0
001-364-611-7646,2024-12-26 01:00:00,Inbound,Answered,0.95
001-939-617-2295x4053,2024-12-26 03:23:00,Inbound,Answered,7.083333333333333
001-800-690-9445x946,2024-12-26 01:48:00,Inbound,Answered,3.1166666666666667
568-608-7587,2024-12-26 02:19:00,Inbound,Answered,8.266666666666667
548.283.9375,2024-12-26 17:00:00,Inbound,Missed,1.7333333333333334
